;;"Czy jesteœ studentk¹/studentem.";"Czy jesteœ studentk¹/studentem. wartoœæ";"Na jakiej uczelni studiujesz?";"Na jakiej uczelni studiujesz? wartoœæ";"Jaki kierunek studiujesz?";"Jaki kierunek studiujesz? wartoœæ";"Ile masz lat?";"Ile masz lat? wartoœæ";"Rodzaj studiów";"Rodzaj studiów wartoœæ";"Na którym roku studiów jesteœ?";"Na którym roku studiów jesteœ? wartoœæ";P³eæ;"P³eæ wartoœæ";"Czy pracujesz?";"Czy pracujesz? wartoœæ";"Miejsce zamieszkania:";"Miejsce zamieszkania: wartoœæ";"Czy jesteœ singlem/singielk¹?";"Czy jesteœ singlem/singielk¹? wartoœæ";;"Czy uwa¿asz ¿e masz tendencje do przepracowywania siê?";"Jak czêsto odk³adasz zadania na póŸniej?";"Jak bardzo czujesz siê przyt³oczony nadmiarem obowi¹zków? ";"Czy uwa¿asz, ¿e iloœæ nauki jest powi¹zana z wynikami?";"Jak czêsto uwa¿asz, ¿e kwestionujesz swoje decyzje?";;"Czy uwa¿asz ¿e praca w grupie sprawia ci trudnoœæ?";"U jakiej czêœci twoich znajomych zauwa¿asz oznaki wypalenia? ";"Czy czujesz ¿e masz wsparcie w swoich znajomych ze studiów?";"Czy uwa¿asz ¿e masz wsparcie u rodziny i/lub swoich znajomych spoza studiów?";"Czy uwa¿asz ¿e masz dobre relacje z prowadz¹cymi? ";;"Jak czêsto czujesz siê zmêczony/a fizycznie?  ";"Jak czêsto czujesz siê emocjonalnie wyczerpany? ";"Czy odczuwasz przewlek³y stres? ";"Jak czêsto jesteœ aktywny fizycznie?";"Jak oceniasz jakoœæ swojego snu?";;"Czy rozwijasz swoje pasje poza-naukowo? ";"Jak du¿o czasu poœwiêcasz na naukê tygodniowo?";;"Jak oceniasz trudnoœæ twojego kierunku?";data
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki przyrodnicze";"Kierunki przyrodnicze";22;22;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;3;4;4;3;4;;1;2;4;5;5;;3;4;4;1;3;;2;3;;4;"2025-02-18 14:36:24"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";23;23;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;3;2;2;3;;0;3;2;2;2;;2;2;1;4;4;;2;3;;3;"2025-02-18 15:07:59"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki spo³eczne";"Kierunki spo³eczne";21;21;"Studia magisterskie";"Studia magisterskie";2;2;Kobieta;Kobieta;Nie;Nie;inne;inne;Nie;Nie;;2;3;4;5;2;;3;3;5;5;4;;5;3;4;2;2;;3;4;;4;"2025-02-18 15:47:40"
;;Tak;Tak;"Medycznej (np. Gumed)";"Medycznej (np. Gumed)";"Kierunki spo³eczne";"Kierunki spo³eczne";24;24;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";inne;inne;Nie;Nie;;2;2;2;2;4;;2;3;0;0;1;;2;1;1;4;4;;1;0;;3;"2025-02-18 17:17:06"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";19;19;"Studia in¿ynierskie";"Studia in¿ynierskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;0;5;3;3;1;;1;0;5;5;4;;3;4;3;1;3;;0;3;;3;"2025-02-18 17:34:13"
;;Tak;Tak;"Medycznej (np. Gumed)";"Medycznej (np. Gumed)";"Kierunki medyczne";"Kierunki medyczne";24;24;"Studia magisterskie";"Studia magisterskie";2;2;Kobieta;Kobieta;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;2;3;3;2;3;;1;4;2;2;1;;3;4;4;2;2;;2;2;;3;"2025-02-18 18:44:20"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;"Mniej ni¿ 20h tygodniowo";"Mniej ni¿ 20h tygodniowo";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;5;3;5;4;5;;3;4;0;4;2;;3;4;5;5;5;;2;3;;4;"2025-02-18 21:08:11"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;;;Tak;Tak;;2;3;3;4;4;;1;4;3;4;3;;3;5;4;3;4;;3;2;;3;"2025-02-18 22:18:53"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki lingwistyczne";"Kierunki lingwistyczne";19;19;"Studia licencjackie";"Studia licencjackie";2;2;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;3;3;1;2;;1;2;1;1;1;;4;3;3;1;1;;0;3;;3;"2025-02-18 22:33:25"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki przyrodnicze";"Kierunki przyrodnicze";20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;5;3;5;0;3;;0;2;5;5;5;;4;4;4;3;2;;4;1;;5;"2025-02-18 23:02:57"
;;Tak;Tak;"Medycznej (np. Gumed)";"Medycznej (np. Gumed)";"Kierunki medyczne";"Kierunki medyczne";19;19;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;2;5;3;2;4;;2;1;5;5;4;;3;4;4;3;2;;0;3;;3;"2025-02-18 23:23:02"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki humanistyczne";"Kierunki humanistyczne";21;21;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;4;3;5;3;2;;3;3;4;3;4;;4;4;5;3;3;;5;2;;3;"2025-02-19 08:16:23"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";24;24;"Studia magisterskie";"Studia magisterskie";4;4;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;4;2;2;4;5;;3;2;5;4;5;;4;4;2;4;2;;3;2;;1;"2025-02-19 12:10:39"
;;Tak;Tak;"Medycznej (np. Gumed)";"Medycznej (np. Gumed)";"Kierunki medyczne";"Kierunki medyczne";20;20;"Studia licencjackie";"Studia licencjackie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;0;2;4;0;4;;1;2;2;1;2;;4;4;4;2;0;;2;2;;3;"2025-02-19 13:11:26"
;;Tak;Tak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2025-02-19 15:57:29"
;;Tak;Tak;Innej;Innej;"Kierunki medyczne";"Kierunki medyczne";19;19;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;5;5;5;2;1;;0;3;5;5;4;;3;5;2;3;3;;4;2;;4;"2025-02-19 16:20:36"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";Inne;Inne;20;20;"Studia magisterskie";"Studia magisterskie";2;2;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;3;3;5;0;5;;3;;4;3;3;;3;4;5;1;1;;1;5;;4;"2025-02-19 17:12:51"
;;Tak;Tak;"Ekonomiczne ";"Ekonomiczne ";"Kierunki ekonomiczne";"Kierunki ekonomiczne";23;23;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;3;3;4;3;2;;1;3;3;3;4;;3;4;4;4;4;;3;2;;3;"2025-02-19 19:20:20"
;;Nie;Nie;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki ekonomiczne";"Kierunki ekonomiczne";26;26;Inne;Inne;1;1;Kobieta;Kobieta;Nie;Nie;"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;2;4;2;;5;;0;2;0;0;2;;4;3;4;0;1;;4;1;;2;"2025-02-20 16:13:10"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki spo³eczne";"Kierunki spo³eczne";22;22;"Studia in¿ynierskie";"Studia in¿ynierskie";4;4;Kobieta;Kobieta;"Niepe³ny etat";"Niepe³ny etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;5;1;3;4;2;;0;4;5;2;5;;4;4;3;3;3;;3;2;;2;"2025-02-20 17:17:09"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Ekonomiczny;Ekonomiczny;24;24;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;3;4;4;4;5;;2;4;5;4;4;;3;4;4;4;4;;5;4;;3;"2025-02-21 13:29:41"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Ekonomiczny;Ekonomiczny;24;24;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;3;3;3;2;1;;2;2;4;5;5;;4;3;1;5;5;;5;3;;3;"2025-02-21 13:30:04"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";23;23;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Kobieta;Kobieta;Nie;Nie;"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;2;3;4;3;4;;1;3;2;2;2;;1;3;2;5;5;;3;5;;4;"2025-02-21 14:04:02"
;;Tak;Tak;"Ekonomiczne ";"Ekonomiczne ";Ekonomiczny;Ekonomiczny;23;23;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;3;2;2;2;;3;1;3;3;2;;2;1;1;5;3;;5;2;;3;"2025-02-21 14:10:44"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";23;23;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;1;5;5;4;5;;1;3;2;4;4;;1;4;5;0;2;;0;2;;3;"2025-02-21 14:15:56"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;1;3;1;2;;1;2;1;2;2;;3;2;1;2;2;;2;2;;2;"2025-02-21 17:31:50"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";24;24;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;4;2;3;4;1;;4;2;4;4;5;;4;2;3;1;0;;4;1;;4;"2025-02-21 19:12:13"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Ekonomiczny;Ekonomiczny;21;21;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;4;5;;5;5;;2;4;1;1;4;;4;5;5;2;0;;2;3;;3;"2025-02-22 11:05:21"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";24;24;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;5;3;4;5;4;;2;2;4;3;3;;3;3;4;1;2;;5;2;;1;"2025-02-22 14:32:20"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";21;21;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Kobieta;Kobieta;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;4;4;3;2;1;;3;4;5;5;4;;5;3;3;1;1;;3;3;;4;"2025-02-22 17:05:31"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;22;22;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;3;4;5;5;5;;4;2;3;2;3;;3;1;3;4;5;;4;3;;4;"2025-02-22 21:32:51"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";19;19;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;4;1;4;3;2;;3;4;1;4;3;;4;4;4;1;2;;1;3;;4;"2025-02-23 01:40:53"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;23;23;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;4;1;3;5;2;;0;2;2;5;4;;3;4;4;4;3;;2;3;;3;"2025-02-23 03:04:39"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Inne;Inne;24;24;"Studia magisterskie";"Studia magisterskie";2;2;Kobieta;Kobieta;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;5;4;5;5;5;;3;4;4;4;3;;5;5;2;2;1;;1;2;;2;"2025-02-23 18:56:26"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;"Studia in¿ynierskie";"Studia in¿ynierskie";3;3;Mê¿czyzna;Mê¿czyzna;"Mniej ni¿ 20h tygodniowo";"Mniej ni¿ 20h tygodniowo";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;4;2;1;2;;1;2;2;4;3;;2;2;3;5;3;;3;2;;4;"2025-02-23 23:09:58"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Nie;Nie;;4;4;3;5;2;;0;4;2;4;3;;2;3;1;5;2;;3;2;;2;"2025-02-24 01:23:18"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";23;23;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;4;4;5;3;2;;0;3;2;2;3;;3;4;4;2;3;;3;1;;4;"2025-02-24 14:52:02"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";28;28;"Studia magisterskie";"Studia magisterskie";2;2;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;5;4;4;3;2;;3;4;0;4;4;;4;5;5;3;0;;5;4;;4;"2025-02-24 15:12:31"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;22;22;"Studia in¿ynierskie";"Studia in¿ynierskie";3;3;Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Nie;Nie;;4;3;3;3;4;;1;2;4;4;4;;2;3;3;5;3;;5;2;;3;"2025-02-24 19:18:04"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Ekonomiczny;Ekonomiczny;24;24;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Tak;Tak;;0;5;4;4;3;;2;2;3;3;3;;3;3;4;3;4;;3;2;;3;"2025-02-24 22:47:13"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";19;19;"Studia licencjackie";"Studia licencjackie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Nie;Nie;;0;5;4;2;2;;2;0;5;5;5;;0;3;4;0;3;;5;2;;2;"2025-02-25 09:40:35"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki artystyczne";"Kierunki artystyczne";21;21;"Studia licencjackie";"Studia licencjackie";3;3;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;3;3;1;2;3;;1;4;4;5;5;;2;3;3;3;3;;4;2;;3;"2025-02-25 14:16:19"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";19;19;"Studia in¿ynierskie";"Studia in¿ynierskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;1;3;4;2;4;;1;1;0;2;1;;4;4;4;2;2;;0;2;;3;"2025-02-25 14:29:01"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";3;3;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;4;5;4;2;4;;3;3;2;3;2;;4;4;4;4;1;;3;2;;4;"2025-02-25 14:46:10"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";24;24;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Mieszkam z rodzicami";"Mieszkam z rodzicami";"To skomplikowane";"To skomplikowane";;4;3;3;4;1;;0;2;4;5;5;;2;1;1;3;1;;4;3;;3;"2025-02-25 14:51:00"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;"Studia in¿ynierskie";"Studia in¿ynierskie";3;3;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;1;3;3;2;4;;2;1;2;2;2;;2;3;3;2;1;;0;2;;3;"2025-02-25 17:13:43"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki spo³eczne";"Kierunki spo³eczne";19;19;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;2;4;3;5;2;;4;1;4;5;4;;4;3;0;3;3;;3;3;;4;"2025-02-25 17:47:51"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki ekonomiczne";"Kierunki ekonomiczne";23;23;"Studia magisterskie";"Studia magisterskie";1;1;Kobieta;Kobieta;"Pe³en etat";"Pe³en etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;5;4;5;5;3;;2;4;1;1;4;;4;5;5;2;2;;1;4;;2;"2025-02-25 19:04:45"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Kobieta;Kobieta;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;1;4;4;2;4;;2;2;0;2;1;;4;4;4;2;2;;1;1;;3;"2025-02-25 20:38:15"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;24;24;"Studia magisterskie";"Studia magisterskie";"5 lub wiêcej";"5 lub wiêcej";Mê¿czyzna;Mê¿czyzna;"Niepe³ny etat";"Niepe³ny etat";"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;4;2;4;1;3;;1;1;3;4;2;;4;2;1;4;3;;3;3;;3;"2025-02-25 20:42:08"
;;Tak;Tak;"Humanistycznej – Uniwersytet";"Humanistycznej – Uniwersytet";"Kierunki przyrodnicze";"Kierunki przyrodnicze";20;20;"Studia licencjackie";"Studia licencjackie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;0;4;4;5;4;;1;3;2;3;4;;3;4;3;2;3;;5;3;;4;"2025-02-25 21:33:23"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";22;22;"Studia in¿ynierskie";"Studia in¿ynierskie";2;2;Mê¿czyzna;Mê¿czyzna;"Mniej ni¿ 20h tygodniowo";"Mniej ni¿ 20h tygodniowo";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;2;4;5;4;2;;2;4;1;4;2;;4;5;4;3;1;;2;4;;4;"2025-02-25 23:33:17"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Tak;Tak;;4;1;1;5;3;;1;3;1;0;4;;4;5;0;2;1;;4;3;;4;"2025-02-26 07:15:06"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";23;23;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;"Pe³en etat";"Pe³en etat";"Mieszkam z rodzicami";"Mieszkam z rodzicami";Nie;Nie;;4;2;4;3;4;;4;4;4;2;2;;2;4;5;4;3;;4;2;;4;"2025-02-26 07:30:05"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";24;24;"Studia in¿ynierskie";"Studia in¿ynierskie";3;3;Kobieta;Kobieta;Nie;Nie;"Utrzymujê siê sam/a";"Utrzymujê siê sam/a";Nie;Nie;;5;0;5;5;0;;2;5;2;0;3;;5;5;5;1;2;;2;3;;4;"2025-02-26 13:15:06"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;"Studia in¿ynierskie";"Studia in¿ynierskie";1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;1;4;2;3;2;;1;1;2;3;1;;2;1;0;4;2;;2;3;;4;"2025-02-26 13:18:29"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;19;19;"Studia in¿ynierskie";"Studia in¿ynierskie";1;1;Kobieta;Kobieta;Nie;Nie;"Mieszkam z rodzicami";"Mieszkam z rodzicami";Tak;Tak;;5;2;4;4;2;;1;1;4;5;3;;2;1;4;3;3;;3;4;;4;"2025-02-26 13:19:50"
;;Tak;Tak;"Technicznej –Politechnika.";"Technicznej –Politechnika.";"Kierunki Techniczne inne";"Kierunki Techniczne inne";24;24;"Studia magisterskie";"Studia magisterskie";1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;"Mieszkam sam/a ze wsparciem rodziców";"Mieszkam sam/a ze wsparciem rodziców";Nie;Nie;;0;2;1;4;1;;0;3;5;5;4;;2;2;1;3;5;;5;3;;3;"2025-02-26 13:46:03"
